Unnamed: 0,Airline,Total_Stops,Additional_Info,Distance_km,Day_of_journey,Month_of_journey,Dep_hour,Dep_minute,Dep_time_sinceMidnight,Arrival_hour,Arrival_minute,Arrival_time_sinceMidnight,Duration_mins,Premium
1643,Jet Airways,1,In-flight meal not included,1733.8148384158953,15,3,7,0,420,7,40,460,40.0,0
9312,Jet Airways,1,No Info,1555.0674811297085,1,5,14,5,845,10,5,605,1200.0,0
7701,IndiGo,0,No Info,1733.8148384158953,24,3,8,30,510,11,30,690,180.0,0
9001,SpiceJet,0,No check-in baggage included,1733.8148384158953,18,3,5,45,345,8,35,515,170.0,0
1321,Air India,2,No Info,2067.9375320460367,6,3,13,5,785,9,25,565,1220.0,0
4472,Vistara,0,No Info,1355.3008742024228,24,3,7,5,425,9,20,560,135.0,0
9836,Vistara,1,No Info,1555.0674811297085,1,4,17,0,1020,20,20,1220,200.0,0
1368,Multiple carriers,1,No Info,2067.9375320460367,27,5,9,15,555,19,15,1155,600.0,0
7846,Air India,2,No Info,2067.9375320460367,9,4,20,15,1215,19,15,1155,1380.0,0
8941,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,6,14,0,840,4,25,265,865.0,0
5830,Jet Airways,2,In-flight meal not included,2067.9375320460367,15,6,5,30,330,19,0,1140,810.0,0
3161,Air India,2,No Info,1733.8148384158953,3,3,6,45,405,11,10,670,265.0,0
8960,Jet Airways,1,No Info,1555.0674811297085,1,4,16,30,990,23,35,1415,425.0,0
2858,Jet Airways,1,No Info,1555.0674811297085,15,5,8,25,505,19,50,1190,685.0,0
6205,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,6,11,30,690,4,25,265,1015.0,0
9325,Jet Airways,0,No Info,621.7888435036485,27,5,10,20,620,11,50,710,90.0,0
5630,IndiGo,1,No Info,2067.9375320460367,9,5,17,10,1030,1,30,90,500.0,0
894,Air Asia,1,No Info,1555.0674811297085,15,5,6,50,410,10,30,630,220.0,0
3560,Jet Airways,1,In-flight meal not included,2067.9375320460367,21,5,18,15,1095,12,35,755,1100.0,0
8998,Jet Airways,1,No Info,1555.0674811297085,9,5,20,25,1225,21,5,1265,40.0,0
4871,Jet Airways,1,No Info,1555.0674811297085,15,5,18,55,1135,10,5,605,910.0,0
7988,Jet Airways,1,No Info,1555.0674811297085,24,5,14,5,845,23,35,1415,570.0,0
10641,IndiGo,0,No Info,1355.3008742024228,6,3,7,55,475,10,15,615,140.0,0
10047,IndiGo,0,No Info,1355.3008742024228,24,3,22,5,1325,0,25,25,140.0,0
9183,IndiGo,0,No Info,1555.0674811297085,3,4,15,15,915,17,45,1065,150.0,0
5202,Multiple carriers,1,No Info,2067.9375320460367,15,6,4,55,295,19,0,1140,845.0,0
6075,Multiple carriers,2,No Info,2067.9375320460367,21,5,15,5,905,1,30,90,625.0,0
8004,Jet Airways,1,No Info,1733.8148384158953,6,3,11,40,700,11,25,685,1425.0,0
2470,Jet Airways,1,In-flight meal not included,1555.0674811297085,21,5,9,35,575,19,10,1150,575.0,0
6456,Multiple carriers,1,No Info,2067.9375320460367,24,4,7,0,420,12,55,775,355.0,0
7034,IndiGo,1,No Info,2067.9375320460367,21,5,23,30,1410,4,35,275,305.0,0
710,IndiGo,1,No Info,2067.9375320460367,1,6,7,30,450,21,0,1260,810.0,0
7822,Multiple carriers,1,No Info,2067.9375320460367,21,5,14,55,895,0,55,55,600.0,0
886,Jet Airways,1,In-flight meal not included,2067.9375320460367,27,6,22,50,1370,12,35,755,825.0,0
637,Air India,0,No Info,1732.2021511121818,27,4,13,20,800,16,10,970,170.0,0
1961,Jet Airways,0,In-flight meal not included,1732.2021511121818,6,5,17,45,1065,20,45,1245,180.0,0
3342,IndiGo,0,No Info,1732.2021511121818,1,5,16,55,1015,19,55,1195,180.0,0
9737,SpiceJet,1,No Info,2067.9375320460367,15,4,15,45,945,22,5,1325,380.0,0
7983,IndiGo,1,No Info,1733.8148384158953,1,3,13,40,820,18,35,1115,295.0,0
2724,SpiceJet,0,No check-in baggage included,621.7888435036485,21,5,22,45,1365,0,15,15,90.0,0
1213,Air India,1,No Info,2067.9375320460367,21,5,20,40,1240,9,25,565,765.0,0
653,Jet Airways,1,In-flight meal not included,2067.9375320460367,27,5,19,15,1155,12,35,755,1040.0,0
2247,SpiceJet,1,No Info,2067.9375320460367,6,6,17,55,1075,22,50,1370,295.0,0
7274,Air India,1,No Info,1555.0674811297085,15,5,7,0,420,16,15,975,555.0,0
1387,Multiple carriers,1,No Info,2067.9375320460367,3,4,7,25,445,13,35,815,370.0,0
5788,SpiceJet,0,No check-in baggage included,621.7888435036485,9,5,22,45,1365,0,15,15,90.0,0
1606,Multiple carriers,1,No Info,2067.9375320460367,3,3,7,5,425,21,0,1260,835.0,0
7372,IndiGo,1,No Info,2067.9375320460367,1,4,2,0,120,7,25,445,325.0,0
3559,Multiple carriers,1,No Info,2067.9375320460367,3,6,7,25,445,13,35,815,370.0,0
2562,Jet Airways,1,No Info,1733.8148384158953,12,3,21,25,1285,9,30,570,725.0,0
615,Jet Airways,1,No Info,2067.9375320460367,9,5,21,50,1310,19,0,1140,1270.0,0
7906,Air India,2,No Info,1555.0674811297085,24,3,5,55,355,23,15,1395,1040.0,0
1120,Air India,0,No Info,621.7888435036485,24,6,21,5,1265,22,25,1345,80.0,0
1401,Jet Airways,1,No Info,1555.0674811297085,18,5,14,5,845,23,35,1415,570.0,0
6739,Multiple carriers,1,No Info,2067.9375320460367,6,3,8,55,535,15,30,930,395.0,0
8895,Air India,1,No Info,1555.0674811297085,9,6,9,25,565,21,50,1310,745.0,0
8373,Multiple carriers,1,No Info,2067.9375320460367,27,5,13,0,780,1,30,90,750.0,0
9277,Jet Airways,1,No Info,1555.0674811297085,9,5,16,30,990,23,35,1415,425.0,0
2678,Vistara,1,No Info,1555.0674811297085,6,6,17,0,1020,20,20,1220,200.0,0
8943,SpiceJet,0,No check-in baggage included,1555.0674811297085,6,4,14,55,895,17,25,1045,150.0,0
7129,IndiGo,0,No Info,1732.2021511121818,15,6,10,30,630,13,20,800,170.0,0
1195,Jet Airways,1,In-flight meal not included,1555.0674811297085,6,6,21,10,1270,9,20,560,730.0,0
1968,Air India,2,No Info,2067.9375320460367,6,6,12,0,720,7,40,460,1180.0,0
4953,Jet Airways,1,No Info,1733.8148384158953,18,3,16,55,1015,7,40,460,885.0,0
580,Jet Airways,0,No Info,1732.2021511121818,21,4,11,10,670,14,5,845,175.0,0
7827,IndiGo,1,No Info,2067.9375320460367,27,6,20,25,1225,1,30,90,305.0,0
8911,Air Asia,1,No Info,1555.0674811297085,15,4,7,35,455,19,25,1165,710.0,0
2372,Multiple carriers,1,No Info,2067.9375320460367,15,5,9,15,555,19,15,1155,600.0,0
3638,Multiple carriers,1,No Info,2067.9375320460367,6,3,7,5,425,15,30,930,505.0,0
6238,IndiGo,0,No Info,621.7888435036485,27,6,20,5,1205,21,40,1300,95.0,0
10576,IndiGo,0,No Info,621.7888435036485,21,6,9,10,550,10,40,640,90.0,0
2883,Air India,1,Change airports,1733.8148384158953,1,3,22,0,1320,23,20,1400,80.0,0
6720,SpiceJet,0,No check-in baggage included,1355.3008742024228,1,6,17,45,1065,20,5,1205,140.0,0
1804,Air India,2,No Info,2067.9375320460367,6,3,5,0,300,19,15,1155,855.0,0
9456,IndiGo,0,No Info,621.7888435036485,12,3,6,20,380,7,45,465,85.0,0
5106,Air India,2,No Info,1555.0674811297085,24,5,12,0,720,21,50,1310,590.0,0
1377,IndiGo,1,No Info,2067.9375320460367,9,6,16,10,970,22,30,1350,380.0,0
5521,IndiGo,0,No Info,1733.8148384158953,15,3,22,20,1340,1,10,70,170.0,0
10050,Jet Airways,1,No Info,2067.9375320460367,9,6,7,5,425,19,0,1140,715.0,0
4581,SpiceJet,0,No Info,1555.0674811297085,24,4,22,20,1340,0,40,40,140.0,0
7817,Jet Airways,1,In-flight meal not included,1733.8148384158953,21,3,5,45,345,19,10,1150,805.0,0
10074,SpiceJet,0,No check-in baggage included,1555.0674811297085,9,5,6,55,415,9,30,570,155.0,0
10123,IndiGo,0,No Info,1732.2021511121818,9,4,1,30,90,4,15,255,165.0,0
8153,Air India,3,No Info,2067.9375320460367,9,5,5,15,315,19,15,1155,840.0,0
1234,Jet Airways,1,No Info,2067.9375320460367,18,5,14,0,840,19,0,1140,300.0,0
106,Multiple carriers,1,No Info,2067.9375320460367,27,3,11,40,700,18,50,1130,430.0,0
3829,Multiple carriers,1,In-flight meal not included,2067.9375320460367,1,6,7,5,425,19,15,1155,730.0,0
555,Vistara,1,No Info,1555.0674811297085,1,4,17,0,1020,18,50,1130,110.0,0
7162,IndiGo,0,No Info,1555.0674811297085,24,6,4,40,280,7,15,435,155.0,0
5971,SpiceJet,0,No check-in baggage included,1555.0674811297085,3,6,6,55,415,9,30,570,155.0,0
1568,IndiGo,0,No Info,621.7888435036485,12,5,21,20,1280,22,50,1370,90.0,0
9054,Air India,2,No Info,1555.0674811297085,1,4,7,0,420,5,25,325,1345.0,0
4912,Air India,2,No Info,2067.9375320460367,9,3,21,30,1290,19,15,1155,1305.0,0
3953,SpiceJet,0,No check-in baggage included,1732.2021511121818,9,5,21,10,1270,0,5,5,175.0,0
9623,IndiGo,1,No Info,1733.8148384158953,21,3,14,25,865,19,25,1165,300.0,0
1710,SpiceJet,0,No check-in baggage included,1555.0674811297085,3,5,6,55,415,9,30,570,155.0,0
7618,Air India,2,No Info,2067.9375320460367,15,6,7,5,425,9,25,565,140.0,0
4045,Air India,1,No Info,1555.0674811297085,1,4,9,10,550,13,15,795,245.0,0
3663,IndiGo,0,No Info,1555.0674811297085,21,6,14,25,865,16,55,1015,150.0,0
1811,Air India,0,No Info,2067.9375320460367,15,4,5,10,310,8,0,480,170.0,0
1493,Jet Airways,1,No Info,2067.9375320460367,21,5,19,45,1185,4,25,265,520.0,0
441,Jet Airways,1,In-flight meal not included,1555.0674811297085,12,5,8,25,505,20,45,1245,740.0,0
8724,Air India,2,No Info,2067.9375320460367,3,6,13,15,795,9,25,565,1210.0,0
5218,IndiGo,1,No Info,2067.9375320460367,9,3,21,5,1265,1,45,105,280.0,0
5307,IndiGo,1,No Info,2067.9375320460367,3,6,6,50,410,16,10,970,560.0,0
1411,IndiGo,1,No Info,1733.8148384158953,1,3,12,10,730,17,5,1025,295.0,0
7338,IndiGo,0,No Info,1732.2021511121818,27,4,16,55,1015,19,55,1195,180.0,0
3683,IndiGo,1,No Info,2067.9375320460367,9,6,16,0,960,21,0,1260,300.0,0
7806,Multiple carriers,1,No Info,2067.9375320460367,3,3,8,55,535,18,50,1130,595.0,0
5101,Jet Airways,1,In-flight meal not included,2067.9375320460367,27,5,14,0,840,4,25,265,865.0,0
6943,Air India,0,No Info,1732.2021511121818,9,5,13,20,800,16,10,970,170.0,0
3147,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,5,19,15,1155,19,0,1140,1425.0,0
5485,Jet Airways,1,In-flight meal not included,1555.0674811297085,12,5,14,5,845,19,50,1190,345.0,0
3481,Multiple carriers,1,No Info,2067.9375320460367,27,5,10,20,620,21,0,1260,640.0,0
4242,IndiGo,0,No Info,621.7888435036485,6,6,9,15,555,10,45,645,90.0,0
3068,IndiGo,0,No Info,1355.3008742024228,18,3,11,35,695,14,0,840,145.0,0
4526,Jet Airways,0,No Info,621.7888435036485,9,5,7,5,425,8,30,510,85.0,0
392,Air India,1,No Info,2067.9375320460367,15,5,7,0,420,19,15,1155,735.0,0
4244,Jet Airways,1,No Info,1555.0674811297085,24,5,8,25,505,18,15,1095,590.0,0
10198,IndiGo,0,No Info,1555.0674811297085,6,3,5,30,330,8,20,500,170.0,0
9902,Vistara,1,No Info,1555.0674811297085,24,5,20,20,1220,20,20,1220,0.0,0
10133,Air Asia,0,No Info,1555.0674811297085,1,5,19,55,1195,22,25,1345,150.0,0
9924,Jet Airways,1,In-flight meal not included,1733.8148384158953,9,3,8,55,535,11,25,685,150.0,0
10323,Vistara,0,No Info,1732.2021511121818,6,5,11,30,690,14,20,860,170.0,0
2842,Air India,1,No Info,2067.9375320460367,1,5,20,40,1240,9,25,565,765.0,0
1331,IndiGo,0,No Info,1555.0674811297085,24,3,10,10,610,12,55,775,165.0,0
462,SpiceJet,1,No Info,2067.9375320460367,24,4,17,55,1075,22,50,1370,295.0,0
7518,SpiceJet,0,No check-in baggage included,1355.3008742024228,18,6,8,20,500,10,35,635,135.0,0
9500,Vistara,1,No Info,1555.0674811297085,15,5,17,0,1020,10,45,645,1065.0,0
50,Jet Airways,0,In-flight meal not included,2067.9375320460367,9,3,11,0,660,14,15,855,195.0,0
7570,Vistara,0,No Info,1355.3008742024228,3,5,17,45,1065,20,5,1205,140.0,0
7454,Multiple carriers,1,No Info,2067.9375320460367,15,5,19,0,1140,1,30,90,390.0,0
8607,Jet Airways,1,In-flight meal not included,2067.9375320460367,27,5,2,15,135,19,0,1140,1005.0,0
7979,Jet Airways,1,In-flight meal not included,1555.0674811297085,6,5,8,25,505,16,20,980,475.0,0
2334,Multiple carriers,1,No Info,2067.9375320460367,9,6,8,0,480,21,0,1260,780.0,0
7016,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,6,7,5,425,4,25,265,1280.0,0
4832,Multiple carriers,1,No Info,2067.9375320460367,1,6,11,40,700,19,15,1155,455.0,0
3738,Jet Airways,1,No Info,1733.8148384158953,6,3,8,55,535,9,30,570,35.0,0
5492,Jet Airways,0,In-flight meal not included,1732.2021511121818,9,4,8,20,500,11,20,680,180.0,0
10340,Air Asia,1,No Info,2067.9375320460367,9,3,16,45,1005,7,10,430,865.0,0
10424,Air India,2,No Info,1733.8148384158953,3,3,17,25,1045,8,45,525,920.0,0
10480,Vistara,0,No Info,1732.2021511121818,6,6,19,30,1170,22,15,1335,165.0,0
4641,IndiGo,0,No Info,1555.0674811297085,1,5,15,30,930,18,5,1085,155.0,0
2792,Jet Airways,0,In-flight meal not included,1732.2021511121818,6,5,6,0,360,8,45,525,165.0,0
2332,Multiple carriers,1,No Info,2067.9375320460367,3,6,6,0,360,19,15,1155,795.0,0
7341,IndiGo,0,No Info,1732.2021511121818,24,6,16,55,1015,19,55,1195,180.0,0
7704,IndiGo,0,No Info,1732.2021511121818,6,6,13,0,780,15,50,950,170.0,0
3148,Air India,2,No Info,1555.0674811297085,6,6,8,20,500,21,50,1310,810.0,0
7205,Air India,1,No Info,1733.8148384158953,3,3,11,5,665,22,45,1365,700.0,0
6508,SpiceJet,0,No Info,1555.0674811297085,15,3,22,20,1340,0,40,40,140.0,0
4225,Jet Airways,1,In-flight meal not included,2067.9375320460367,1,6,14,0,840,12,35,755,1355.0,0
9052,Jet Airways,0,No Info,621.7888435036485,6,5,7,5,425,8,30,510,85.0,0
3910,SpiceJet,1,No Info,2067.9375320460367,6,3,8,45,525,13,15,795,270.0,0
1631,Jet Airways,0,In-flight meal not included,1732.2021511121818,15,6,15,15,915,18,10,1090,175.0,0
7796,Air India,2,No Info,1555.0674811297085,6,6,12,0,720,11,10,670,1390.0,0
5570,Jet Airways,0,No Info,621.7888435036485,27,3,10,20,620,11,50,710,90.0,0
7590,IndiGo,1,No Info,2067.9375320460367,24,4,4,55,295,21,0,1260,965.0,0
3518,Jet Airways,2,No Info,2067.9375320460367,24,6,5,30,330,4,25,265,1375.0,0
3262,IndiGo,0,No Info,621.7888435036485,3,6,21,20,1280,22,50,1370,90.0,0
3850,IndiGo,1,No Info,2067.9375320460367,21,3,2,0,120,7,45,465,345.0,0
10545,Jet Airways,0,No Info,1732.2021511121818,21,4,6,0,360,8,45,525,165.0,0
5515,IndiGo,1,No Info,2067.9375320460367,3,6,11,55,715,22,30,1350,635.0,0
8149,Jet Airways,1,In-flight meal not included,1555.0674811297085,18,5,21,10,1270,4,40,280,450.0,0
8170,Jet Airways,1,No Info,1733.8148384158953,6,3,8,55,535,9,0,540,5.0,0
5519,Multiple carriers,1,No Info,2067.9375320460367,6,6,14,0,840,1,30,90,690.0,0
8086,Jet Airways,1,No Info,1555.0674811297085,9,6,20,25,1225,18,0,1080,1295.0,0
4208,Multiple carriers,1,No Info,2067.9375320460367,27,3,7,0,420,12,50,770,350.0,0
9610,SpiceJet,1,No Info,2067.9375320460367,3,3,15,55,955,21,55,1315,360.0,0
2927,Air India,1,No Info,2067.9375320460367,27,5,6,5,365,9,25,565,200.0,0
7331,Air India,2,No Info,2067.9375320460367,12,6,17,15,1035,9,25,565,970.0,0
148,IndiGo,1,No Info,2067.9375320460367,24,6,15,10,910,20,0,1200,290.0,0
6317,IndiGo,0,No Info,1555.0674811297085,27,4,20,20,1220,22,55,1375,155.0,0
6860,IndiGo,1,No Info,2067.9375320460367,9,3,4,45,285,12,55,775,490.0,0
9768,Air India,1,No Info,2067.9375320460367,1,6,17,0,1020,19,15,1155,135.0,0
5866,Air India,1,No Info,1555.0674811297085,24,5,20,30,1230,20,25,1225,1435.0,0
8597,Jet Airways,1,In-flight meal not included,1555.0674811297085,1,5,21,10,1270,9,20,560,730.0,0
7706,IndiGo,1,No Info,1555.0674811297085,9,4,15,15,915,20,5,1205,290.0,0
9639,IndiGo,0,No Info,1355.3008742024228,24,6,19,35,1175,21,55,1315,140.0,0
6936,IndiGo,0,No Info,1733.8148384158953,24,3,4,0,240,6,50,410,170.0,0
4757,Jet Airways,1,No Info,2067.9375320460367,1,6,17,30,1050,4,25,265,655.0,0
4535,Vistara,1,No Info,1555.0674811297085,24,3,7,10,430,18,45,1125,695.0,0
10017,Multiple carriers,1,No Info,2067.9375320460367,9,5,7,5,425,16,10,970,545.0,0
7179,Jet Airways,1,No Info,1555.0674811297085,24,3,6,30,390,23,25,1405,1015.0,0
6431,Jet Airways,1,In-flight meal not included,1555.0674811297085,15,5,18,55,1135,19,50,1190,55.0,0
2483,Jet Airways,1,In-flight meal not included,2067.9375320460367,21,5,22,50,1370,4,25,265,335.0,0
3298,Jet Airways,1,No Info,1555.0674811297085,6,5,6,30,390,16,20,980,590.0,0
1611,Air India,2,No Info,2067.9375320460367,27,5,14,25,865,19,15,1155,290.0,0
1314,Vistara,1,No Info,621.7888435036485,6,3,7,30,450,19,55,1195,745.0,0
6151,Jet Airways,1,No Info,1555.0674811297085,6,5,17,0,1020,23,35,1415,395.0,0
5364,Air Asia,1,No Info,2067.9375320460367,3,6,16,45,1005,6,35,395,830.0,0
6349,Multiple carriers,1,No Info,2067.9375320460367,27,6,8,45,525,19,15,1155,630.0,0
3335,Jet Airways,1,In-flight meal not included,1555.0674811297085,12,5,16,30,990,16,20,980,1430.0,0
8151,Vistara,1,No Info,1555.0674811297085,1,5,17,0,1020,20,20,1220,200.0,0
3606,Air India,2,No Info,1555.0674811297085,1,5,12,0,720,18,30,1110,390.0,0
2772,IndiGo,0,No Info,1355.3008742024228,15,5,11,35,695,14,0,840,145.0,0
6573,Air India,0,No Info,621.7888435036485,15,6,19,30,1170,20,45,1245,75.0,0
773,Multiple carriers,1,No Info,2067.9375320460367,9,6,11,40,700,1,30,90,830.0,0
9696,Multiple carriers,1,No Info,2067.9375320460367,12,6,17,45,1065,1,30,90,465.0,0
6246,Jet Airways,1,In-flight meal not included,1555.0674811297085,12,5,16,30,990,20,45,1245,255.0,0
7775,Multiple carriers,1,No Info,2067.9375320460367,18,5,6,0,360,12,35,755,395.0,0
4527,Jet Airways,2,No Info,2067.9375320460367,24,6,23,5,1385,19,0,1140,1195.0,0
410,Air India,2,No Info,2067.9375320460367,18,5,17,15,1035,19,15,1155,120.0,0
10546,Jet Airways,1,In-flight meal not included,1555.0674811297085,9,5,16,30,990,18,15,1095,105.0,0
5075,Jet Airways,1,In-flight meal not included,1555.0674811297085,6,6,9,35,575,19,10,1150,575.0,0
7424,Jet Airways,0,No Info,621.7888435036485,15,6,2,55,175,4,20,260,85.0,0
3790,Jet Airways,2,No Info,2067.9375320460367,6,3,5,25,325,19,45,1185,860.0,0
1801,SpiceJet,1,No Info,2067.9375320460367,1,6,6,5,365,11,20,680,315.0,0
10335,Jet Airways,0,No Info,1732.2021511121818,24,5,17,45,1065,20,45,1245,180.0,0
10431,SpiceJet,0,No Info,1555.0674811297085,18,5,14,55,895,17,25,1045,150.0,0
9661,Jet Airways,1,No Info,1555.0674811297085,21,5,20,25,1225,19,10,1150,1365.0,0
4660,SpiceJet,0,No check-in baggage included,1555.0674811297085,1,5,17,10,1030,19,40,1180,150.0,0
1750,Jet Airways,1,No Info,1555.0674811297085,12,5,9,35,575,21,5,1265,690.0,0
9462,Multiple carriers,1,No Info,2067.9375320460367,12,6,15,15,915,1,30,90,615.0,0
5341,Air Asia,1,No Info,1555.0674811297085,1,5,6,50,410,10,30,630,220.0,0
9433,Jet Airways,1,No Info,1555.0674811297085,24,5,6,30,390,18,15,1095,705.0,0
3664,Air Asia,0,No Info,1555.0674811297085,15,3,10,20,620,12,55,775,155.0,0
2940,Air Asia,1,No Info,2067.9375320460367,24,4,7,55,475,22,25,1345,870.0,0
6667,Air India,1,No Info,2067.9375320460367,18,5,17,20,1040,9,25,565,965.0,0
4588,Air India,0,No Info,1733.8148384158953,24,3,13,20,800,16,10,970,170.0,0
9216,Jet Airways,2,No Info,2067.9375320460367,9,6,5,30,330,4,25,265,1375.0,0
9800,SpiceJet,0,No Info,1555.0674811297085,27,6,17,10,1030,19,40,1180,150.0,0
4476,Jet Airways,1,In-flight meal not included,1733.8148384158953,21,3,8,0,480,7,40,460,1420.0,0
7334,Jet Airways,0,No Info,621.7888435036485,24,5,19,35,1175,21,5,1265,90.0,0
7921,Multiple carriers,1,No Info,2067.9375320460367,21,3,8,0,480,15,30,930,450.0,0
8548,Multiple carriers,1,No Info,2067.9375320460367,6,3,9,0,540,15,30,930,390.0,0
4947,IndiGo,0,No Info,1732.2021511121818,27,6,23,30,1410,2,20,140,170.0,0
5477,IndiGo,0,No Info,1355.3008742024228,6,3,11,35,695,14,0,840,145.0,0
2890,IndiGo,0,No Info,1732.2021511121818,27,4,7,10,430,10,5,605,175.0,0
4253,IndiGo,1,No Info,2067.9375320460367,21,5,10,35,635,1,30,90,895.0,0
8930,Air India,1,No Info,2067.9375320460367,27,6,9,45,585,23,0,1380,795.0,0
9793,IndiGo,0,No Info,1732.2021511121818,24,5,18,55,1135,21,50,1310,175.0,0
5752,Multiple carriers,1,No Info,2067.9375320460367,1,5,7,25,445,13,35,815,370.0,0
2248,Multiple carriers,2,No Info,2067.9375320460367,21,3,9,45,585,21,20,1280,695.0,0
1029,Jet Airways,0,No Info,621.7888435036485,1,5,19,35,1175,21,5,1265,90.0,0
1230,Air India,0,No Info,1355.3008742024228,15,5,11,40,700,13,55,835,135.0,0
4801,Jet Airways,1,In-flight meal not included,1555.0674811297085,24,3,16,55,1015,12,0,720,1145.0,0
9366,SpiceJet,0,No check-in baggage included,621.7888435036485,24,3,5,45,345,7,5,425,80.0,0
9945,IndiGo,0,No Info,1732.2021511121818,18,4,20,0,1200,22,50,1370,170.0,0
9379,Jet Airways,2,In-flight meal not included,2067.9375320460367,18,5,5,30,330,4,25,265,1375.0,0
10170,Jet Airways,1,No Info,2067.9375320460367,9,6,9,0,540,19,0,1140,600.0,0
768,Vistara,1,No Info,1555.0674811297085,6,6,20,20,1220,23,25,1405,185.0,0
6908,Air India,0,No Info,1555.0674811297085,15,3,14,15,855,16,45,1005,150.0,0
578,Jet Airways,1,No Info,2067.9375320460367,15,6,8,0,480,19,0,1140,660.0,0
7741,SpiceJet,1,No Info,1555.0674811297085,12,5,11,15,675,18,30,1110,435.0,0
622,SpiceJet,0,No Info,1732.2021511121818,15,6,21,10,1270,0,5,5,175.0,0
4533,Air India,1,No Info,2067.9375320460367,6,6,9,0,540,19,15,1155,615.0,0
3588,SpiceJet,0,No Info,1555.0674811297085,6,4,9,0,540,11,25,685,145.0,0
9204,Jet Airways,1,In-flight meal not included,2067.9375320460367,3,6,8,0,480,19,0,1140,660.0,0
5588,Jet Airways,1,In-flight meal not included,1555.0674811297085,6,5,6,30,390,16,20,980,590.0,0
7617,Multiple carriers,2,No Info,2067.9375320460367,3,3,15,5,905,1,35,95,630.0,0
7534,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,6,17,30,1050,19,0,1140,90.0,0
6923,Vistara,0,No Info,1732.2021511121818,6,5,9,45,585,12,35,755,170.0,0
515,Air India,2,No Info,2067.9375320460367,3,3,22,0,1320,19,15,1155,1275.0,0
8996,Air India,0,No Info,621.7888435036485,12,5,6,20,380,7,40,460,80.0,0
6424,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,3,0,20,20,4,25,265,245.0,0
7594,Vistara,0,No Info,2067.9375320460367,3,6,14,40,880,17,50,1070,190.0,0
5430,IndiGo,0,No Info,1732.2021511121818,3,5,6,5,365,8,50,530,165.0,0
854,Multiple carriers,1,No Info,2067.9375320460367,15,6,13,0,780,19,15,1155,375.0,0
6773,Air India,0,No Info,1732.2021511121818,18,4,21,5,1265,23,55,1435,170.0,0
6253,Air Asia,1,No Info,2067.9375320460367,27,3,7,55,475,15,45,945,470.0,0
5951,Multiple carriers,1,No Info,2067.9375320460367,21,5,7,30,450,19,0,1140,690.0,0
127,Jet Airways,1,No Info,1555.0674811297085,6,5,20,0,1200,12,0,720,960.0,0
1478,Jet Airways,1,No Info,1733.8148384158953,18,3,18,40,1120,0,45,45,365.0,0
4363,SpiceJet,0,No Info,1555.0674811297085,3,3,6,55,415,9,35,575,160.0,0
6338,Jet Airways,1,In-flight meal not included,2067.9375320460367,15,6,9,0,540,4,25,265,1165.0,0
8495,IndiGo,0,No Info,1732.2021511121818,27,4,18,25,1105,21,20,1280,175.0,0
7830,IndiGo,1,No Info,2067.9375320460367,27,5,15,10,910,20,0,1200,290.0,0
8850,Air Asia,1,No Info,2067.9375320460367,27,4,16,45,1005,22,25,1345,340.0,0
2868,SpiceJet,0,No check-in baggage included,1732.2021511121818,3,4,21,10,1270,0,5,5,175.0,0
5940,SpiceJet,0,No check-in baggage included,621.7888435036485,6,6,13,15,795,14,45,885,90.0,0
981,Air Asia,1,No Info,1555.0674811297085,12,6,6,50,410,10,30,630,220.0,0
8452,Jet Airways,2,In-flight meal not included,2067.9375320460367,27,3,19,10,1150,19,45,1185,35.0,0
10590,Air Asia,0,No Info,1733.8148384158953,24,3,23,25,1405,2,10,130,165.0,0
8194,IndiGo,1,No Info,2067.9375320460367,1,6,10,35,635,1,30,90,895.0,0
4850,IndiGo,0,No Info,1732.2021511121818,12,4,21,15,1275,0,15,15,180.0,0
6211,IndiGo,1,No Info,1555.0674811297085,15,4,6,20,380,10,30,630,250.0,0
7540,SpiceJet,0,No Info,1555.0674811297085,3,4,9,0,540,11,25,685,145.0,0
3564,Jet Airways,1,In-flight meal not included,1733.8148384158953,3,3,5,45,345,5,5,305,1400.0,0
9454,Air India,3,No Info,1555.0674811297085,1,4,10,0,600,10,30,630,30.0,0
7496,IndiGo,0,No Info,1733.8148384158953,24,3,1,30,90,4,15,255,165.0,0
2915,Air India,2,No Info,1733.8148384158953,3,3,19,10,1150,10,35,635,925.0,0
7932,SpiceJet,0,No check-in baggage included,1555.0674811297085,6,4,22,20,1340,0,40,40,140.0,0
3866,IndiGo,0,No Info,1555.0674811297085,15,3,14,20,860,16,55,1015,155.0,0
9046,Air Asia,2,No Info,1555.0674811297085,24,5,15,10,910,23,30,1410,500.0,0
8696,Multiple carriers,1,No Info,2067.9375320460367,6,3,2,15,135,15,30,930,795.0,0
7840,Air India,0,No Info,1732.2021511121818,3,4,17,0,1020,19,45,1185,165.0,0
2887,Multiple carriers,1,No Info,2067.9375320460367,18,5,8,45,525,21,0,1260,735.0,0
288,Jet Airways,1,In-flight meal not included,2067.9375320460367,27,5,20,55,1255,4,25,265,450.0,0
